symbol,pvalue,gene,heat
DCTN2,0.501170633785465,9606.ENSP00000408910,0.300014384522599
DCTN3,0.348867597019988,9606.ENSP00000259632,0.457339366146396
DCTN4,1,9606.ENSP00000414906,0
DCUN1D1,0.09063965827643,9606.ENSP00000292782,1.04268174048955
DCXR,0.50805444478885,9606.ENSP00000303356,0.294089744794075
DDA1,1,9606.ENSP00000352928,0
DDAH2,1,9606.ENSP00000364945,0
DDB1,0.00122449049615447,9606.ENSP00000301764,2.91204458128952
DDHD2,0.199093859733283,9606.ENSP00000380352,0.7009421338705
DDI2,1.0571059583242e-08,9606.ENSP00000417748,7.97588147928748
DDOST,0.020659012462313,9606.ENSP00000399457,1.684890442372
DDRGK1,0.165412634402347,9606.ENSP00000346483,0.781431321617435
DDT,0.0682388751855555,9606.ENSP00000381386,1.16596814046791
DDX1,0.29422474286529,9606.ENSP00000370745,0.531320808025827
DDX17,1.96820337805547e-11,9606.ENSP00000380033,10.7059300271427
DDX18,0.7369705824313,9606.ENSP00000263239,0.132549847477096
DDX19A,0.452649510815497,9606.ENSP00000306117,0.344237944641205
DDX21,1.3462370285211e-07,9606.ENSP00000258772,6.87087846825764
DDX24,6.39081347042492e-05,9606.ENSP00000481495,4.19444385808082
DDX27,0.133519119000014,9606.ENSP00000483495,0.874456541927183
DDX39A,1,9606.ENSP00000242776,0
DDX39B,1,9606.ENSP00000379475,0
DDX3X,0.00210862066856343,9606.ENSP00000382840,2.67600154087074
DDX41,0.0237219834993882,9606.ENSP00000422753,1.62484900051754
DDX42,1,9606.ENSP00000464050,0
DDX46,0.621936683394457,9606.ENSP00000416534,0.20625382664693
DDX47,0.0469213651480838,9606.ENSP00000350698,1.32862936084349
DDX5,0.0599518356370608,9606.ENSP00000225792,1.22219751490306
DDX51,0.954424278286604,9606.ENSP00000380495,0.0202585217771583
DDX54,0.0466220002722262,9606.ENSP00000323858,1.33140909742732
DDX55,0.696556742827323,9606.ENSP00000238146,0.157043499350527
DDX56,0.000669214586866975,9606.ENSP00000258772,3.17443460129184
DDX58,1.20692655869448e-09,9606.ENSP00000369213,8.9183191558547
DDX6,0.607259565852055,9606.ENSP00000478754,0.216625635248166
DECR1,0.503850241898535,9606.ENSP00000220764,0.297698528597794
DEF6,0.172875479870356,9606.ENSP00000297436,0.762266601359808
DEF8,0.07105769595789,9606.ENSP00000268676,1.14838887859447
DEGS1,1,9606.ENSP00000316476,0
DEK,0.238501178531774,9606.ENSP00000380414,0.622509470592079
DENND1A,0.347822306218415,9606.ENSP00000362727,0.458642569668185
DENND1B,0.144725378825314,9606.ENSP00000479816,0.839455304973954
DENND1C,0.00138895465353062,9606.ENSP00000370889,2.85731193283899
DENND4B,0.0303038698154694,9606.ENSP00000354597,1.51850190838909
DENND4C,0.0106330501070486,9606.ENSP00000473565,1.9733421395544
DENND5A,1,9606.ENSP00000328524,0
DENND6A,1,9606.ENSP00000311401,0
DENR,1,9606.ENSP00000280557,0
DERA,1,9606.ENSP00000416583,0
DERL2,0.89650553963509,9606.ENSP00000158771,0.0474470225262062
DFFA,0.449184181007105,9606.ENSP00000366237,0.347575546761192
DGCR14,0.89554619519138,9606.ENSP00000252137,0.0479120069123723
DGCR8,1.11423206217154e-07,9606.ENSP00000263209,6.95302434881695
DGKQ,0.894662651840055,9606.ENSP00000273814,0.0483406921283959
DGKZ,0.386155030621906,9606.ENSP00000412178,0.413238303031739
DGUOK,0.561867467776215,9606.ENSP00000264093,0.250366112902945
DHDH,0.558195975347885,9606.ENSP00000221403,0.253213299145321
DHFR,1,9606.ENSP00000396308,0
DHODH,0.125399830090389,9606.ENSP00000219240,0.901703051949134
DHRS1,0.0226985076564982,9606.ENSP00000288111,1.64400269513521
DHRS3,0.00273098023173901,9606.ENSP00000480439,2.56368144349913
DHRS4,1,9606.ENSP00000326219,0
DHRS7,1,9606.ENSP00000216500,0
DHRS7B,0.750210256779775,9606.ENSP00000378887,0.124817002525462
DHX15,0.191211266076799,9606.ENSP00000336741,0.718486522881869
DHX29,1,9606.ENSP00000251636,0
DHX30,0.0310148445342264,9606.ENSP00000405620,1.50843039144878
DHX58,8.91406446434929e-08,9606.ENSP00000251642,7.04992422952627
DHX8,0.25807522536455,9606.ENSP00000262415,0.588253684738943
DHX9,0.0895328504768501,9606.ENSP00000356520,1.04801758855903
DIABLO,0.391693505195678,9606.ENSP00000398495,0.407053629578157
DIAPH1,0.344211245554296,9606.ENSP00000381565,0.463174945157801
DIAPH2,0.129739387703744,9606.ENSP00000321348,0.886928156024358
DICER1,0.165432256856635,9606.ENSP00000437256,0.781379805490973
DIDO1,1,9606.ENSP00000266070,0
DIP2B,0.0875056269769469,9606.ENSP00000301180,1.05796401913238
DIS3,0.0451174594935844,9606.ENSP00000366997,1.34565536290283
DIS3L2,0.812159232322454,9606.ENSP00000315569,0.0903588144295341
DKC1,0.102058502223151,9606.ENSP00000358563,0.991150809519305
DLAT,1,9606.ENSP00000280346,0
DLD,0.53355385182934,9606.ENSP00000205402,0.272821740490636
DLG1,0.226614859486285,9606.ENSP00000345731,0.644711616179094
DLGAP4,0.209236874507845,9606.ENSP00000363023,0.679361775903893
DLGAP5,2.77178280327916e-11,9606.ENSP00000247191,10.5572408040144
DLST,1,9606.ENSP00000335304,0
DMD,0.188197034210917,9606.ENSP00000354923,0.725387224883162
DMXL1,0.157189806608953,9606.ENSP00000439479,0.80357562036416
DNAJA1,0.177235094569246,9606.ENSP00000369127,0.751450278675348
DNAJA2,8.12314876696974e-07,9606.ENSP00000314030,6.09027559304383
DNAJA3,0.0195858430489116,9606.ENSP00000262375,1.70805773003338
DNAJB1,0.53310215921366,9606.ENSP00000254322,0.273189558456693
DNAJB11,1,9606.ENSP00000414398,0
DNAJB12,0.25651632573614,9606.ENSP00000345575,0.590884989415751
DNAJB4,0.0091639300100099,9606.ENSP00000359799,2.03791823641657
DNAJC1,0.661000380868335,9606.ENSP00000366179,0.179798290273863
DNAJC10,1,9606.ENSP00000264065,0
DNAJC11,0.899195940485635,9606.ENSP00000366800,0.046145662438568
DNAJC19,0.00418117981991762,9606.ENSP00000372005,2.37870115435377
DNAJC2,0.328359819031205,9606.ENSP00000368565,0.483649992358539
DNAJC21,0.0233023796686409,9606.ENSP00000371451,1.63259972600455
DNAJC3,1,9606.ENSP00000473631,0
DNAJC5,1,9606.ENSP00000354111,0
DNAJC7,1,9606.ENSP00000406463,0
DNAJC8,0.106436799115328,9606.ENSP00000263697,0.972908194506338
DNAJC9,3.30706434681361e-05,9606.ENSP00000362041,4.48055735477054
DNER,1,9606.ENSP00000345229,0
DNM1L,0.576521637648102,9606.ENSP00000449089,0.239184388395602
DNM2,0.0730133489429452,9606.ENSP00000373905,1.1365977310814
DNM3,1,9606.ENSP00000356705,0
DNMT1,1.3576595110365e-06,9606.ENSP00000352516,5.86720913360412
DNMT3A,0.743805992694986,9606.ENSP00000264709,0.128540326939832
DNPEP,0.0174540856742578,9606.ENSP00000273075,1.75810289660775
DNPH1,0.69147905612619,9606.ENSP00000230431,0.160220969490424
DNTTIP2,0.894287808872883,9606.ENSP00000411010,0.0485226896047717
DOCK1,0.172241179274343,9606.ENSP00000280333,0.763863009713909
DOCK10,0.0035949636628263,9606.ENSP00000258390,2.44430549502068
DOCK11,1,9606.ENSP00000276202,0
DOCK2,0.00237948132943977,9606.ENSP00000256935,2.6235176985362
DOCK4,0.277722752057462,9606.ENSP00000404179,0.556388539809522
DOCK5,0.0361635593979131,9606.ENSP00000276440,1.4417288306636
DOCK7,1,9606.ENSP00000251157,0
DOCK8,1.17051293990755e-07,9606.ENSP00000394888,6.93162378085725
DOCK9,0.000314560218670047,9606.ENSP00000365643,3.5022962019432
DOK1,0.026525786653766,9606.ENSP00000228936,1.57633172771602
DOK2,0.0359225724831837,9606.ENSP00000276420,1.44463257024394
DOK3,0.102878156434621,9606.ENSP00000349727,0.987676826860025
DOP1B,0.772946266738344,9606.ENSP00000382104,0.111850696081862
DPF2,0.0306507638834153,9606.ENSP00000436901,1.51355869745166
DPH1,0.000460687472348953,9606.ENSP00000263083,3.33659359752309
DPH2,0.232695984015228,9606.ENSP00000255108,0.633211111922021
DPH5,0.9197711953006,9606.ENSP00000359127,0.0363201954554855
DPM1,1,9606.ENSP00000360644,0
DPM3,0.411501537250769,9606.ENSP00000357384,0.385628538050061
DPP3,0.0294660005306868,9606.ENSP00000353701,1.53067880766305
DPP7,0.205209209488471,9606.ENSP00000360635,0.687803152623214
DPP8,0.293929075684116,9606.ENSP00000339208,0.531757451067258
DPP9,0.41077638968256,9606.ENSP00000262960,0.386394526431273
DPY19L1,1,9606.ENSP00000308695,0
DPY30,0.9536704018621,9606.ENSP00000345837,0.0206016959305598
DPYSL2,8.16580587605919e-05,9606.ENSP00000309539,4.0880009486793
DR1,0.1626789842576,9606.ENSP00000359295,0.788668547926514
DRAP1,0.109273761921909,9606.ENSP00000307850,0.961484105392225
DRG1,0.0472983797509441,9606.ENSP00000329715,1.32515373616021
DRG2,0.919547899712445,9606.ENSP00000225729,0.0364256432187457
DSCAM,0.876768166273602,9606.ENSP00000383303,0.0571152269512813
DSCR3,0.199066268630589,9606.ENSP00000311399,0.701002324044329
DSE,0.0064830969604901,9606.ENSP00000332151,2.18821748308768
DSTN,5.50736123372531e-10,9606.ENSP00000246069,9.25905643674399
DSTYK,0.0667351358153235,9606.ENSP00000356130,1.17564545134544
DTD1,0.0769556055564883,9606.ENSP00000366672,1.11375974004844
DTNB,1,9606.ENSP00000384084,0
DTNBP1,0.385937893012745,9606.ENSP00000341680,0.41348257846821
DTX3L,1.52755608162636e-07,9606.ENSP00000296161,6.81600283640864
DUS3L,0.424510802556828,9606.ENSP00000311977,0.372111253756594
DUSP12,0.18454300310085,9606.ENSP00000356920,0.733902416316585
DUSP3,0.590648587741385,9606.ENSP00000226004,0.228670830110476
DVL2,2.51369481674146e-07,9606.ENSP00000005340,6.59968745037739
DYNC1H1,1,9606.ENSP00000348965,0
DYNC1I1,0.661573559718845,9606.ENSP00000320130,0.179421860011833
DYNC1I2,0.000246052857017176,9606.ENSP00000380308,3.60897158783538
DYNC1LI1,0.0367965255793656,9606.ENSP00000273130,1.43419318656956
DYNC1LI2,0.0341199767644462,9606.ENSP00000258198,1.46699127325704
DYNLL1,1,9606.ENSP00000376297,0
DYNLL2,0.994893454443094,9606.ENSP00000477310,0.00222342641512429
DYNLT1,1,9606.ENSP00000356056,0
DYRK1A,1,9606.ENSP00000381932,0
EAF1,0.234387693698148,9606.ENSP00000380054,0.630065194272078
EBAG9,1,9606.ENSP00000337675,0
EBNA1BP2,0.40137166615809,9606.ENSP00000407323,0.396453288713284
EBP,0.032115958580603,9606.ENSP00000417052,1.49327911085824
ECH1,0.0219821929882422,9606.ENSP00000221418,1.6579289836512
ECHS1,0.865736982137675,9606.ENSP00000357535,0.0626140301028209
ECI1,1,9606.ENSP00000301729,0
ECI2,0.903400695818375,9606.ENSP00000369461,0.0441195792716754
ECM29,0.968463117289515,9606.ENSP00000259335,0.0139169141938631
EDC3,0.0317966678099424,9606.ENSP00000320503,1.49761839031684
EDC4,0.00805927369104786,9606.ENSP00000351811,2.09370409543848
EEA1,1,9606.ENSP00000317955,0
EEF1A1,0.188632193300152,9606.ENSP00000339063,0.724384185514584
EEF1AKMT1,0.095415327686947,9606.ENSP00000372206,1.02038185385819
EEF1B,0.746810516058675,9606.ENSP00000376056,0.126789575251483
EEF1D,0.471695086642195,9606.ENSP00000410059,0.32633864750943
EEF1E1,0.71794811980976,9606.ENSP00000369038,0.14390693750477
EEF1G,0.0381170800487283,9606.ENSP00000331901,1.41888037580117
EEF2,0.00281518675474324,9606.ENSP00000307940,2.55049278949322
EEF2K,1,9606.ENSP00000263026,0
EEFSEC,0.070980106098555,9606.ENSP00000254730,1.14886335581989
EEPD1,1,9606.ENSP00000242108,0
EFEMP1,1,9606.ENSP00000378058,0
EFHD2,1,9606.ENSP00000365147,0
EFL1,0.0464969552896699,9606.ENSP00000268206,1.33257548461946
EFR3A,0.00145303065720981,9606.ENSP00000254624,2.83772522251093
EFTUD2,0.183444170981099,9606.ENSP00000392094,0.736496083586219
EGLN1,0.371428335331696,9606.ENSP00000355601,0.430124968100831
EHBP1L1,0.486897663438689,9606.ENSP00000312671,0.312562309574292
EHD1,3.74748807474568e-06,9606.ENSP00000479153,5.42625974048913
EHD2,1,9606.ENSP00000263277,0
EHD3,0.0829100213814757,9606.ENSP00000327116,1.08139297285579
EHD4,0.0230767516852004,9606.ENSP00000220325,1.63682532309326
EIF1,0.31337779661661,9606.ENSP00000419449,0.503931777326532
EIF2A,0.309333898664565,9606.ENSP00000256383,0.509572484793871
EIF2AK1,0.599292406985076,9606.ENSP00000199389,0.222361224765342
EIF2AK2,1.0502709812954e-11,9606.ENSP00000233057,10.9786986337892
EIF2B1,0.360940702622906,9606.ENSP00000416250,0.44256414058446
EIF2B2,0.449802898853895,9606.ENSP00000266126,0.346977749984883
EIF2B4,0.53616273970043,9606.ENSP00000394869,0.270703370332179
EIF2B5,0.165583636822007,9606.ENSP00000273783,0.780982582943836
EIF2D,0.0107988642734269,9606.ENSP00000271764,1.9666219172649
EIF2S1,0.801123706442725,9606.ENSP00000256383,0.0963004166533005
EIF2S2,0.974346161260167,9606.ENSP00000364119,0.01128672154372
EIF3A,0.143453514790203,9606.ENSP00000358140,0.843288806530635
EIF3B,0.00253309350370801,9606.ENSP00000354125,2.59634877886522
EIF3C,0.42016544943281,9606.ENSP00000332604,0.376579662871528
EIF3D,0.0466413846542824,9606.ENSP00000216190,1.33122856505033
EIF3E,0.00194098248917807,9606.ENSP00000220849,2.71197838263721
EIF3F,1,9606.ENSP00000431800,0
EIF3G,0.0898655606233176,9606.ENSP00000253108,1.04640671201379
EIF3H,1,9606.ENSP00000429931,0
EIF3I,0.158352941513924,9606.ENSP00000362688,0.800373864900844
EIF3K,0.056334509851079,9606.ENSP00000248342,1.24922547999068
EIF3L,1,9606.ENSP00000485663,0
EIF3M,0.252122476609147,9606.ENSP00000436049,0.598388435433446
EIF4A1,1,9606.ENSP00000293831,0
EIF4A2,0.314909346288702,9606.ENSP00000326381,0.501814449616317
EIF4A3,0.00748658843774574,9606.ENSP00000269349,2.12571604080395
EIF4B,0.0394264935868991,9606.ENSP00000388806,1.4042118453862
EIF4E,1,9606.ENSP00000425561,0
EIF4EBP1,0.101729290577154,9606.ENSP00000340691,0.992553984102484
EIF4EBP2,0.257583330313412,9606.ENSP00000362314,0.589082246076013
EIF4ENIF1,0.11658702381742,9606.ENSP00000380659,0.93334978403751
EIF4G1,0.00113021464054874,9606.ENSP00000416255,2.94683907124769
EIF4G2,0.0463927161582945,9606.ENSP00000433664,1.33355020006095
EIF4G3,0.549271817751476,9606.ENSP00000383274,0.260212683354407
EIF4H,1,9606.ENSP00000265753,0
EIF5,0.00116482275236063,9606.ENSP00000216554,2.93374015491963
EIF5A,0.247813741584009,9606.ENSP00000336702,0.605874615116368
EIF5B,0.0175042789994349,9606.ENSP00000289371,1.75685577310321
EIF6,1,9606.ENSP00000363574,0
EIPR1,0.963116009149875,9606.ENSP00000371559,0.0163213981307018
ELAC2,0.491731758577776,9606.ENSP00000337445,0.308271741822359
ELAVL1,0.523778434613336,9606.ENSP00000385269,0.28085238663097
ELF1,0.482679985933494,9606.ENSP00000239882,0.316340708595532
ELF2,1,9606.ENSP00000377782,0
ELF4,1,9606.ENSP00000311280,0
ELL,1,9606.ENSP00000262809,0
ELL2,0.432881865441582,9606.ENSP00000237853,0.363630607542394
ELMO1,0.00290752071306422,9606.ENSP00000312185,2.53647718269153
ELMO2,0.0410668210388087,9606.ENSP00000290246,1.38650891435448
ELOA,0.889143288939196,9606.ENSP00000395574,0.0510282451253216
ELOVL1,0.130586579534557,9606.ENSP00000477602,0.884101453486459
ELOVL5,0.224258417851391,9606.ENSP00000359956,0.649251246130941
ELP2,0.2343884575243,9606.ENSP00000414851,0.630063778988975
ELP3,0.00352014408333323,9606.ENSP00000256398,2.45343956001167
ELP4,0.413231183372853,9606.ENSP00000379267,0.383806913058128
EMB,0.106389593753127,9606.ENSP00000302289,0.973100849452748
EMC1,0.731891852982095,9606.ENSP00000420608,0.135553087142422
EMC10,1,9606.ENSP00000334037,0
EMC2,0.289021167607539,9606.ENSP00000220853,0.539070348805739
EMC3,0.447303873041649,9606.ENSP00000245046,0.349397341413003
EMC4,0.0996303889006345,9606.ENSP00000267750,1.00160817443885
EMC7,0.00020871789527499,9606.ENSP00000256545,3.68044031333993
EMC8,0.154130237054011,9606.ENSP00000253457,0.812112153640218
EMD,0.0195528001503909,9606.ENSP00000358857,1.70879103863736
EML2,0.00593667430673015,9606.ENSP00000468312,2.22645677635098
EML3,0.0708672689270529,9606.ENSP00000378254,1.14955430369629
EML4,0.259352111100208,9606.ENSP00000320663,0.586110212542424
ENDOD1,0.0156730213588674,9606.ENSP00000278505,1.80484727455883
ENO1,0.00580808542629454,9606.ENSP00000234590,2.23596700458491
ENOPH1,0.5018283059288,9606.ENSP00000273920,0.299444845687856
ENTPD1,0.0073112646022744,9606.ENSP00000360250,2.13600749824194
ENTR1,1,9606.ENSP00000349929,0
ENY2,0.429843159797647,9606.ENSP00000429986,0.366689979908099
EP300,1,9606.ENSP00000263253,0
EP400,1,9606.ENSP00000374213,0
EPB41,0.000199643974358122,9606.ENSP00000345259,3.69974379312058
EPB41L1,0.0562405831175011,9606.ENSP00000337168,1.24995018508282
EPB41L2,9.86483361131717e-06,9606.ENSP00000338481,5.00591023553051
EPHX1,1,9606.ENSP00000480004,0
EPN1,0.00984384456366616,9606.ENSP00000406209,2.00683525251444
EPRS,0.0924672238735532,9606.ENSP00000355890,1.0340121809188
EPS15,0.0170691054668715,9606.ENSP00000360798,1.76778923816946
EPS15L1,0.005927406290537,9606.ENSP00000393313,2.22713530328388
EPS8,1,9606.ENSP00000281172,0
EPSTI1,2.04036008089049e-07,9606.ENSP00000318982,6.6902931819153
ERAP1,0.373694708132257,9606.ENSP00000296754,0.427483052124224
ERBIN,1,9606.ENSP00000426632,0
ERC1,0.0653874816461752,9606.ENSP00000468263,1.18450538886802
ERCC4,0.757760589280741,9606.ENSP00000310520,0.120467985895266
ERCC6L,0.0194381070800221,9606.ENSP00000334675,1.7113460297764
ERF,0.368212871321836,9606.ENSP00000222329,0.433901034282994
ERGIC1,0.845412396425515,9606.ENSP00000377374,0.0729313883265821
ERH,0.00122595190585439,9606.ENSP00000451080,2.91152656687449
ERLIN1,0.007300533114325,9606.ENSP00000410964,2.13664542478971
ERLIN2,0.149598498255469,9606.ENSP00000276461,0.82507276611485
ERMP1,0.366830355371548,9606.ENSP00000340427,0.435534733457611
ERO1A,0.130546236846271,9606.ENSP00000379042,0.884235642726172
ERP29,0.143465653467694,9606.ENSP00000261735,0.843252059172924
ERP44,0.90075360572477,9606.ENSP00000262455,0.0453939907172045
ERRFI1,0.0578737106933715,9606.ENSP00000366702,1.23751867104943
ESD,0.000117134235950722,9606.ENSP00000367992,3.93131615094478
ESF1,0.0233745298084189,9606.ENSP00000202816,1.63125711644102
ESS2,0.474358084404052,9606.ENSP00000252137,0.323893693413329
ESYT1,2.22132969796008e-07,9606.ENSP00000267113,6.65338697707596
ESYT2,0.151795322090464,9606.ENSP00000251527,0.818741611982054
ETF1,1,9606.ENSP00000353741,0
ETFA,0.886644052203495,9606.ENSP00000452762,0.0522506949252295
ETFB,1,9606.ENSP00000346173,0
ETFDH,0.0357087307351256,9606.ENSP00000426638,1.4472255865064
ETHE1,1,9606.ENSP00000292147,0
ETV3,4.15898426808781e-10,9606.ENSP00000357175,9.38101272240871
ETV6,0.0535233555483353,9606.ENSP00000379658,1.27145666709293
EVI2A,0.000472981279357131,9606.ENSP00000247270,3.32515604833786
EVI2B,0.00476983599865921,9606.ENSP00000333779,2.3214965530567
EVI5,0.54511931194112,9606.ENSP00000359356,0.263508431949744
EVL,5.58930318828032e-06,9606.ENSP00000376652,5.25264233171067
EWSR1,1,9606.ENSP00000400142,0
EXOC1,0.639349954064628,9606.ENSP00000370695,0.194261361689927
EXOC2,0.128485518955923,9606.ENSP00000230449,0.89114581701694
EXOC3,0.58691831273742,9606.ENSP00000425587,0.231422339631538
EXOC4,0.267081625752344,9606.ENSP00000253861,0.573355988836926
EXOC5,0.66098227349758,9606.ENSP00000484855,0.179810187451447
EXOC6,0.0391231660025237,9606.ENSP00000260762,1.40756600762191
EXOC6B,0.69679992246603,9606.ENSP00000272427,0.156891906324987
EXOC7,0.0200210940308612,9606.ENSP00000334100,1.69851219465968
EXOC8,0.129992920057789,9606.ENSP00000355605,0.88608030048982
EXOG,1,9606.ENSP00000287675,0
EXOSC1,0.426365298058083,9606.ENSP00000359939,0.370218149842599
EXOSC10,0.441303663822498,9606.ENSP00000366135,0.355262466907468
EXOSC2,0.479249671459972,9606.ENSP00000361433,0.319438176171695
EXOSC4,0.0400410048928013,9606.ENSP00000315476,1.39749503174411
EXOSC5,0.100100586948458,9606.ENSP00000221233,0.999563375989921
EXOSC7,0.184677404283564,9606.ENSP00000265564,0.733586238264535
EXOSC8,0.0155469962285915,9606.ENSP00000374354,1.80835350678892
EZR,3.78802421363567e-05,9606.ENSP00000356042,4.42158725358251
F13A1,1,9606.ENSP00000264870,0
FABP4,0.72551958320498,9606.ENSP00000256104,0.139350860603119
FABP5,0.00231531389180972,9606.ENSP00000297258,2.63539012246902
FABP7,1,9606.ENSP00000357429,0
FADS1,0.262104438668709,9606.ENSP00000322229,0.581525624329993
FAF1,0.0428052847646114,9606.ENSP00000379457,1.36850260943489
FAF2,0.3754520982425,9606.ENSP00000261942,0.425445464241694
FAIM,0.477354883952113,9606.ENSP00000342805,0.321158629687322
FAM110B,1,9606.ENSP00000355204,0
FAM114A2,0.490218802217045,9606.ENSP00000341597,0.309610035510478
FAM117B,8.78517261178046e-05,9606.ENSP00000376071,4.05624970103183
FAM120A,1,9606.ENSP00000277165,0
FAM122A,0.293998834605907,9606.ENSP00000377807,0.53165439110222
FAM122B,0.494862473313864,9606.ENSP00000419592,0.305515478600731
FAM126A,9.15729005335208e-06,9606.ENSP00000403396,5.03823302949835
FAM126B,0.02602974476441,9606.ENSP00000393667,1.58453009035991
FAM129A,0.110867003461933,9606.ENSP00000356481,0.955197690520736
FAM129B,3.69465256611079e-07,9606.ENSP00000362409,6.43242639508113
FAM134B,0.21582687251348,9606.ENSP00000304642,0.665894482462472
FAM134C,0.378903126702884,9606.ENSP00000309432,0.421471810918709
FAM136A,1,9606.ENSP00000037869,0
FAM160A2,0.00494630879903868,9606.ENSP00000265978,2.30571877403777
FAM160B1,0.13585899351835,9606.ENSP00000358251,0.866911607109092
FAM162A,1,9606.ENSP00000419088,0
FAM168B,0.00920867055761044,9606.ENSP00000387051,2.03580306374113
FAM175B,1,9606.ENSP00000298492,0
FAM177A1,0.0317027179793583,9606.ENSP00000280987,1.49890350267702
FAM193A,0.0774418108650909,9606.ENSP00000324587,1.11102450023064
FAM206A,0.64206552680263,9606.ENSP00000363753,0.192420647201248
FAM20C,0.563361185452165,9606.ENSP00000322323,0.249213078409236
FAM213B,0.083000027543092,9606.ENSP00000413218,1.08092176350572
FAM219A,0.184004132171594,9606.ENSP00000392452,0.735172423951491
FAM219B,0.272503031487658,9606.ENSP00000350260,0.56462866200738
FAM234A,0.2759549507808,9606.ENSP00000382814,0.559161810051352
FAM3C,0.172078745401154,9606.ENSP00000353025,0.764272768981252
FAM45A,0.0362759005569146,9606.ENSP00000354688,1.4403817973039
FAM49A,0.408035958788802,9606.ENSP00000370724,0.389301562362548
FAM49B,0.00326036802182905,9606.ENSP00000429150,2.486733375138
FAM50A,0.0767322724704165,9606.ENSP00000377225,1.11502193972775
FAM53B,0.118617092142412,9606.ENSP00000338532,0.9258527267534
FAM53C,4.77344296516691e-05,9606.ENSP00000239906,4.32116826217654
FAM63A,0.0466382484783412,9606.ENSP00000354669,1.33125776807912
FAM63B,0.0450477446883291,9606.ENSP00000452885,1.34632694705854
FAM65B,0.00193250326956829,9606.ENSP00000482957,2.71387976263382
FAM76A,0.857244600051065,9606.ENSP00000010299,0.0668952419090361
FAM76B,0.263567557208426,9606.ENSP00000351631,0.579108048525986
FAM83F,0.204802698755006,9606.ENSP00000330432,0.688664324812004
FAM83H,1,9606.ENSP00000373565,0
FAM89B,0.074245284272969,9606.ENSP00000431459,1.1293311255699
FAM91A1,0.00248465939952425,9606.ENSP00000335082,2.60473313652634
FAM96B,1,9606.ENSP00000387471,0
FAM98B,1,9606.ENSP00000380734,0
FAR1,0.497697690774726,9606.ENSP00000346874,0.303034374297409
FARSA,0.121075702222726,9606.ENSP00000320309,0.916943003424759
FARSB,0.1200488578247,9606.ENSP00000281828,0.920641967575216
FAS,0.345115582672551,9606.ENSP00000304592,0.462035430984035
FASN,0.00515235922102697,9606.ENSP00000304592,2.28799386570429
FAU,0.513935767642686,9606.ENSP00000435370,0.289091156299457
FBL,0.330014870181095,9606.ENSP00000221801,0.481466490752126
FBLIM1,0.646228491625915,9606.ENSP00000416387,0.189613898247905
FBXL20,0.210106549870118,9606.ENSP00000264658,0.677560408669199
FBXO3,0.118976836591704,9606.ENSP00000265651,0.924537582469644
FBXO38,0.0554103931025695,9606.ENSP00000377895,1.25640876877763
FBXO4,0.0953591612019,9606.ENSP00000281623,1.02063757772746
FBXO42,0.266444928806018,9606.ENSP00000364742,0.574392541185958
FCER1G,1.50871132063024e-05,9606.ENSP00000289902,4.82139385091427
FCGR1,1.79676259648431e-07,9606.ENSP00000358165,6.74550930177137
FCGR2,1.50218792960288e-08,9606.ENSP00000271450,7.82327573198963
FCGR3,0.48183990563672,9606.ENSP00000356946,0.317097234889476
FCGRT,0.98630138748647,9606.ENSP00000221466,0.00599035592911533
FCHO1,0.385367210707999,9606.ENSP00000473001,0.41412524041846
FCHO2,0.00777459690873241,9606.ENSP00000393776,2.10932211868072
FCHSD2,0.443382546788492,9606.ENSP00000386722,0.353221406356021
FDPS,0.0158513848377395,9606.ENSP00000349078,1.79993279015813
FDXR,0.608183645143975,9606.ENSP00000416515,0.215965262783181
FECH,0.68040607393935,9606.ENSP00000372326,0.167231818124476
FEN1,0.00153115737143495,9606.ENSP00000305480,2.81498017048173
FERMT3,0.0219523236162722,9606.ENSP00000279227,1.65851950365349
FES,0.0559373357537551,9606.ENSP00000331504,1.2522982225372
FEZ2,1,9606.ENSP00000368547,0
FGD2,0.696551699206298,9606.ENSP00000274963,0.157046643997008
FGD3,2.99835581918373e-07,9606.ENSP00000364631,6.52311683008063
FGD4,0.0083015568483624,9606.ENSP00000394487,2.08084045373847
FGD6,0.591242226254434,9606.ENSP00000344446,0.228234556388589
FGFR1OP2,1,9606.ENSP00000229395,0
FGGY,1,9606.ENSP00000360262,0
FH,0.843119925431565,9606.ENSP00000355518,0.074110646906869
FHL3,1,9606.ENSP00000362107,0
FHOD1,0.080598044510931,9606.ENSP00000258201,1.09367549502387
FILIP1L,0.01535148185141,9606.ENSP00000346560,1.81384969648461
FIP1L1,1,9606.ENSP00000336752,0
FIS1,0.0338186125395157,9606.ENSP00000223136,1.47084421397047
FKBP15,7.56904818821624e-08,9606.ENSP00000238256,7.12095872982555
FKBP1A,1,9606.ENSP00000383003,0
FKBP2,1,9606.ENSP00000378046,0
FKBP3,0.96617202107594,9606.ENSP00000216330,0.0149455431983565
FKBP4,0.219432542743907,9606.ENSP00000001008,0.658698964336275
FKBP5,0.230527422291467,9606.ENSP00000444810,0.637277405886041
FKBP8,0.0159740595601021,9606.ENSP00000476767,1.79658470061123
FLAD1,1,9606.ENSP00000292180,0
FLCN,0.615258153148075,9606.ENSP00000285071,0.210942622495119
FLI1,0.558057299543524,9606.ENSP00000433488,0.253321206800818
